CustomerName,InvoiceNumber,InvoiceDate,CustomerPoNumber,BillTotal,Applied,Status,Currency,ContactName,ContactPhone,ContactEmail,CustomerTerms,DueDate
Harmony Health Services,DF2031040,6/24/25,PO-001434,1900,1900,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/1/25 00:00
Harmony Health Services,DF2031042,6/26/25,PO-001435,3100,3100,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/3/25 00:00
Harmony Health Services,DF2031043,6/25/25,PO-001436,1200,1200,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/2/25 00:00
Harmony Health Services,DF2031059,6/25/25,PO-001437,1375,1375,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/2/25 00:00
Harmony Health Services,DF2031085,7/1/25,PO-001438,2450,2450,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/8/25 00:00
Harmony Health Services,DF2031087,7/1/25,PO-001439,2475,2475,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/8/25 00:00
Harmony Health Services,DF2031088,6/26/25,PO-001440,2500,2500,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/3/25 00:00
Harmony Health Services,DF2031131,7/1/25,PO-001441,3550,3550,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/8/25 00:00
Harmony Health Services,DF2031160,6/30/25,PO-001442,2050,2050,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/7/25 00:00
Harmony Health Services,DF2031161,7/1/25,PO-001443,1275,1275,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/8/25 00:00
Harmony Health Services,DF2031227,7/8/25,PO-001444,2651.4,2347.21,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/15/25 00:00
Harmony Health Services,DF2031228,7/1/25,PO-001445,2750,2750,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/8/25 00:00
Harmony Health Services,DF2031265,7/3/25,PO-001446,1600,1600,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/10/25 00:00
Harmony Health Services,DF2031285,7/8/25,PO-001447,2100,2100,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/15/25 00:00
Harmony Health Services,DF2031320,7/7/25,PO-001448,2400,2400,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/14/25 00:00
Harmony Health Services,DF2031390,7/22/25,PO-001449,2450,1743.21,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/29/25 00:00
Harmony Health Services,DF2031393,7/16/25,PO-001450,1550,1550,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/23/25 00:00
Harmony Health Services,DF2031477,7/11/25,PO-001451,2050,2050,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/18/25 00:00
Harmony Health Services,DF2031483,7/21/25,PO-001452,2300,2300,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/28/25 00:00
Harmony Health Services,DF2031487,7/15/25,PO-001453,2450,2450,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/22/25 00:00
Harmony Health Services,DF2031508,7/15/25,PO-001454,2500,2500,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/22/25 00:00
Harmony Health Services,DF2031669,7/22/25,PO-001455,2500,2500,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/29/25 00:00
Harmony Health Services,DF2031671,7/18/25,PO-001456,2050,2050,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/25/25 00:00
Harmony Health Services,DF2031700,7/22/25,PO-001457,1400,1400,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,7/29/25 00:00
Harmony Health Services,DF2031873,7/30/25,PO-001458,3100,3100,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/6/25 00:00
Harmony Health Services,DF2031897,7/28/25,PO-001459,2450,2450,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/4/25 00:00
Harmony Health Services,DF2031959,7/30/25,PO-001460,2400,2400,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/6/25 00:00
Harmony Health Services,DF2031960,7/30/25,PO-001461,2700,2700,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/6/25 00:00
Harmony Health Services,DF2031961,7/30/25,PO-001462,2050,2050,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/6/25 00:00
Harmony Health Services,DF2032010,7/31/25,PO-001463,1425,1425,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/7/25 00:00
Harmony Health Services,DF2032033,8/1/25,PO-001464,2500,2500,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/8/25 00:00
Harmony Health Services,DF2032112,8/6/25,PO-001465,2000,2000,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/13/25 00:00
Harmony Health Services,DF2032157,8/5/25,PO-001466,2500,2500,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/12/25 00:00
Harmony Health Services,DF2032165,8/7/25,PO-001467,2500,2500,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/14/25 00:00
Harmony Health Services,DF2032235,8/7/25,PO-001468,1800,1800,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/14/25 00:00
Harmony Health Services,DF2032301,8/13/25,PO-001469,2600,2600,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/20/25 00:00
Harmony Health Services,DF2032302,8/12/25,PO-001470,2500,2500,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/19/25 00:00
Harmony Health Services,DF2032342,8/19/25,PO-001471,1425,1425,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/26/25 00:00
Harmony Health Services,DF2032344,8/13/25,PO-001472,2100,2100,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/20/25 00:00
Harmony Health Services,DF2032419,8/20/25,PO-001473,2800,2800,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/27/25 00:00
Harmony Health Services,DF2032479,8/18/25,PO-001474,2650,2650,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/25/25 00:00
Harmony Health Services,DF2032487,8/20/25,PO-001475,2050,2050,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/27/25 00:00
Harmony Health Services,DF2032547,8/29/25,PO-001476,2050,1066.76,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/5/25 00:00
Harmony Health Services,DF2032563,8/20/25,PO-001477,2000,2000,Closed,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,8/27/25 00:00
Harmony Health Services,DF2032571,8/25/25,PO-001478,3890,2049.98,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/1/25 00:00
Harmony Health Services,DF2032714,8/27/25,PO-001479,2050,1582.34,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/3/25 00:00
Harmony Health Services,DF2032836,9/3/25,PO-001480,3800,3355.86,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/10/25 00:00
Harmony Health Services,DF2032886,9/3/25,PO-001481,2200,1928.53,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/10/25 00:00
Harmony Health Services,DF2033083,9/8/25,PO-001482,1600,1291.07,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/15/25 00:00
Harmony Health Services,DF2032850,9/11/25,PO-001483,2800,2008.5,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/18/25 00:00
Harmony Health Services,DF2033094,9/11/25,PO-001484,2943.15,1043.91,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/18/25 00:00
Harmony Health Services,DF2033095,9/10/25,PO-001485,2050,830.37,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/17/25 00:00
Harmony Health Services,DF2033096,9/9/25,PO-001486,2650,2342.76,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/16/25 00:00
Harmony Health Services,DF2033256,9/11/25,PO-001487,1650,1145.4,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/18/25 00:00
Harmony Health Services,DF2033308,9/22/25,PO-001488,1885,576.77,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/29/25 00:00
Harmony Health Services,DF2033543,9/19/25,PO-001489,1300,475.74,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/26/25 00:00
Harmony Health Services,DF2033542,9/22/25,PO-001490,2250,1645.37,Pending,USD,Kevin Miller,555-522-1406,kevin@harmonyhealthservices.com,Net 7,9/29/25 00:00
Brand Builders,DF2026350,1/6/25,PO-001491,3100,3100,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,2/5/25 00:00
Brand Builders,DF2026660,1/21/25,PO-001492,4024,4024,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,2/20/25 00:00
Brand Builders,DF2027032,2/4/25,PO-001493,3400,3400,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,3/6/25 00:00
Brand Builders,DF2027170,2/10/25,PO-001494,3400,3400,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,3/12/25 00:00
Brand Builders,DF2027568,2/28/25,PO-001495,3500,3500,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,3/30/25 00:00
Brand Builders,DF2027813,3/7/25,PO-001496,3500,3500,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,4/6/25 00:00
Brand Builders,DF2028009,3/13/25,PO-001497,2700,2700,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,4/12/25 00:00
Brand Builders,DF2028177,3/17/25,PO-001498,3450,3450,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,4/16/25 00:00
Brand Builders,DF2028276,3/24/25,PO-001499,3450,3450,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,4/23/25 00:00
Brand Builders,DF2028493,4/3/25,PO-001500,3700,3700,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,5/3/25 00:00
Brand Builders,DF2028959,4/18/25,PO-001501,3450,3450,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,5/18/25 00:00
Brand Builders,DF2029299,4/29/25,PO-001502,3750,3750,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,5/29/25 00:00
Brand Builders,DF2029476,5/5/25,PO-001503,2900,2900,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,6/4/25 00:00
Brand Builders,DF2030278,5/27/25,PO-001504,3300,3300,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,6/26/25 00:00
Brand Builders,DF2030561,6/6/25,PO-001505,3300,3300,Closed,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,7/6/25 00:00
Brand Builders,DF2031039,6/23/25,PO-001506,3300,1000.86,Pending,USD,Donald Gonzalez,555-513-2964,donald@brandbuilders.com,Net 30,7/23/25 00:00
Epic Escapes,DF2027012,3/19/25,PO-001507,6000,6000,Closed,USD,Matthew Nguyen,555-283-6442,matthew@epicescapes.com,Net 7,3/26/25 00:00
Epic Escapes,DF2027345,2/19/25,PO-001508,3200,3200,Closed,USD,Matthew Nguyen,555-283-6442,matthew@epicescapes.com,Net 7,2/26/25 00:00
Epic Escapes,DF2027586,2/28/25,PO-001509,2250,2250,Closed,USD,Matthew Nguyen,555-283-6442,matthew@epicescapes.com,Net 7,3/7/25 00:00
Epic Escapes,DF2028954,4/14/25,PO-001510,2000,2000,Closed,USD,Matthew Nguyen,555-283-6442,matthew@epicescapes.com,Net 7,4/21/25 00:00
Epic Escapes,DF2028961,4/16/25,PO-001511,2100,2100,Closed,USD,Matthew Nguyen,555-283-6442,matthew@epicescapes.com,Net 7,4/23/25 00:00
Epic Escapes,DF2029457,5/5/25,PO-001512,3700,3700,Closed,USD,Matthew Nguyen,555-283-6442,matthew@epicescapes.com,Net 7,5/12/25 00:00
Epic Escapes,DF2029973,5/20/25,PO-001513,3850,3850,Closed,USD,Matthew Nguyen,555-283-6442,matthew@epicescapes.com,Net 7,5/27/25 00:00
Epic Escapes,DF2029974,5/21/25,PO-001514,4300,4300,Closed,USD,Matthew Nguyen,555-283-6442,matthew@epicescapes.com,Net 7,5/28/25 00:00
Epic Escapes,DF2031207,7/3/25,PO-001515,4000,4000,Closed,USD,Matthew Nguyen,555-283-6442,matthew@epicescapes.com,Net 7,7/10/25 00:00
Epic Escapes,DF2032497,8/19/25,PO-001516,1950,788.82,Pending,USD,Matthew Nguyen,555-283-6442,matthew@epicescapes.com,Net 7,8/26/25 00:00
Epic Escapes,DF2033019,9/9/25,PO-001516,1950,1280.52,Pending,USD,Matthew Nguyen,555-283-6442,matthew@epicescapes.com,Net 7,9/16/25 00:00
Imagination Station,DF2027064,2/17/25,PO-001517,1470,1470,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,3/4/25 00:00
Imagination Station,DF2027254,2/24/25,PO-001518,1800,1800,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,3/11/25 00:00
Imagination Station,DF2027565,2/28/25,PO-001519,1470,1470,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,3/15/25 00:00
Imagination Station,DF2027820,3/13/25,PO-001520,1470,1470,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,3/28/25 00:00
Imagination Station,DF2027821,3/10/25,PO-001521,1780,1780,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,3/25/25 00:00
Imagination Station,DF2027961,3/24/25,PO-001522,1800,1800,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,4/8/25 00:00
Imagination Station,DF2028495,4/7/25,PO-001523,1485,1485,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,4/22/25 00:00
Imagination Station,DF2028756,4/10/25,PO-001524,1515,1515,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,4/25/25 00:00
Imagination Station,DF2028757,4/11/25,PO-001525,1800,1800,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,4/26/25 00:00
Imagination Station,DF2029382,5/5/25,PO-001526,1300,1300,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,5/20/25 00:00
Imagination Station,DF2029383,5/6/25,PO-001527,1600,1600,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,5/21/25 00:00
Imagination Station,DF2030060,5/27/25,PO-001528,1600,1600,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,6/11/25 00:00
Imagination Station,DF2030061,5/27/25,PO-001529,1455,1455,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,6/11/25 00:00
Imagination Station,DF2030572,6/12/25,PO-001530,1485,1485,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,6/27/25 00:00
Imagination Station,DF2030573,6/16/25,PO-001531,1800,1800,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,7/1/25 00:00
Imagination Station,DF2031046,6/27/25,PO-001532,1470,1470,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,7/12/25 00:00
Imagination Station,DF2031130,7/7/25,PO-001533,1600,1600,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,7/22/25 00:00
Imagination Station,DF2031452,7/22/25,PO-001534,1470,1470,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,8/6/25 00:00
Imagination Station,DF2031735,7/28/25,PO-001535,1800,1800,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,8/12/25 00:00
Imagination Station,DF2032152,8/18/25,PO-001536,1800,1800,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,9/2/25 00:00
Imagination Station,DF2032156,8/7/25,PO-001537,1470,1470,Closed,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,8/22/25 00:00
Imagination Station,DF2032802,8/28/25,PO-001538,1445,1083.36,Pending,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,9/12/25 00:00
Imagination Station,DF2032959,9/8/25,PO-001539,1800,1302.79,Pending,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,9/23/25 00:00
Imagination Station,DF2033183,9/16/25,PO-001540,1605,715.47,Pending,USD,Angela Scott,555-513-2964,angela@imaginationstation.com,Net 15,10/1/25 00:00
Pure Indulgence,DF2015309,3/25/24,PO-001541,1300,1300,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,4/24/24 00:00
Pure Indulgence,DF2015310,3/25/24,PO-001542,1300,1300,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,4/24/24 00:00
Pure Indulgence,DF2015311,3/25/24,PO-001543,1300,1300,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,4/24/24 00:00
Pure Indulgence,DF2015312,3/25/24,PO-001544,1300,1300,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,4/24/24 00:00
Pure Indulgence,DF2015313,3/25/24,PO-001545,1300,1300,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,4/24/24 00:00
Pure Indulgence,DF2017284,4/29/24,PO-001546,1300,1300,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,5/29/24 00:00
Pure Indulgence,DF2017286,5/14/24,PO-001542,1000,1000,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,6/13/24 00:00
Pure Indulgence,DF2018432,8/7/24,PO-001542,1400,1400,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,9/6/24 00:00
Pure Indulgence,DF2018433,5/29/24,PO-001542,1400,1400,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,6/28/24 00:00
Pure Indulgence,DF2018434,6/10/24,PO-001542,1350,1350,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,7/10/24 00:00
Pure Indulgence,DF2018435,6/3/24,PO-001546,1400,1400,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,7/3/24 00:00
Pure Indulgence,DF2018436,6/3/24,PO-001546,1400,1400,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,7/3/24 00:00
Pure Indulgence,DF2018437,6/3/24,PO-001546,1400,1400,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,7/3/24 00:00
Pure Indulgence,DF2018438,5/29/24,PO-001545,1400,1400,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,6/28/24 00:00
Pure Indulgence,DF2020783,7/23/24,PO-001546,1450,1450,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,8/22/24 00:00
Pure Indulgence,DF2020784,7/23/24,PO-001542,1450,1450,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,8/22/24 00:00
Pure Indulgence,DF2020785,7/23/24,PO-001545,1450,1450,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,8/22/24 00:00
Pure Indulgence,DF2020786,7/16/24,PO-001541,1450,1450,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,8/15/24 00:00
Pure Indulgence,DF2020787,7/16/24,PO-001544,1450,1450,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,8/15/24 00:00
Pure Indulgence,DF2020788,8/5/24,PO-001547,1450,1450,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,9/4/24 00:00
Pure Indulgence,DF2020789,7/23/24,PO-001548,1450,1450,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,8/22/24 00:00
Pure Indulgence,DF2022474,9/3/24,PO-001549,2450,2450,Closed,USD,William Williams,555-513-2964,william@pureindulgence.com,Net 30,10/3/24 00:00
Thrive Health Group,DF2028404,3/21/25,PO-001550,2000,2000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,4/20/25 00:00
Thrive Health Group,DF2028643,4/2/25,PO-001551,1175,1175,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/2/25 00:00
Thrive Health Group,DF2028813,4/9/25,PO-001552,1100,1100,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/9/25 00:00
Thrive Health Group,DF2028814,4/9/25,PO-001553,1100,1100,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/9/25 00:00
Thrive Health Group,DF2028857,4/9/25,PO-001554,1100,1100,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/9/25 00:00
Thrive Health Group,DF2028968,4/16/25,PO-001555,950,950,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/16/25 00:00
Thrive Health Group,DF2028969,4/16/25,PO-001556,950,950,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/16/25 00:00
Thrive Health Group,DF2028970,4/23/25,PO-001557,1500,1500,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/23/25 00:00
Thrive Health Group,DF2029012,4/28/25,PO-001558,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029013,5/19/25,PO-001559,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/18/25 00:00
Thrive Health Group,DF2029014,6/13/25,PO-001560,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/13/25 00:00
Thrive Health Group,DF2029015,7/11/25,PO-001561,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/10/25 00:00
Thrive Health Group,DF2029016,4/23/25,PO-001557,2400,2400,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/23/25 00:00
Thrive Health Group,DF2029017,4/28/25,PO-001562,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029019,5/19/25,PO-001563,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/18/25 00:00
Thrive Health Group,DF2029020,6/13/25,PO-001564,3200,2441.33,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/13/25 00:00
Thrive Health Group,DF2029021,7/11/25,PO-001565,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/10/25 00:00
Thrive Health Group,DF2029051,4/23/25,PO-001566,1100,1100,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/23/25 00:00
Thrive Health Group,DF2029061,4/23/25,PO-001567,1000,1000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/23/25 00:00
Thrive Health Group,DF2029071,4/23/25,PO-001568,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/23/25 00:00
Thrive Health Group,DF2029072,4/23/25,PO-001569,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/23/25 00:00
Thrive Health Group,DF2029081,4/23/25,PO-001570,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/23/25 00:00
Thrive Health Group,DF2029082,4/23/25,PO-001568,1350,1350,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/23/25 00:00
Thrive Health Group,DF2029144,4/28/25,PO-001570,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029145,4/28/25,PO-001571,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029148,4/28/25,PO-001572,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029149,5/19/25,PO-001573,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/18/25 00:00
Thrive Health Group,DF2029150,6/13/25,PO-001574,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/13/25 00:00
Thrive Health Group,DF2029151,7/29/25,PO-001575,1142.85,1142.85,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/28/25 00:00
Thrive Health Group,DF2029152,4/28/25,PO-001576,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029153,7/11/25,PO-001577,3200,1453.48,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/10/25 00:00
Thrive Health Group,DF2029154,5/19/25,PO-001578,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/18/25 00:00
Thrive Health Group,DF2029155,6/13/25,PO-001579,3200,1636.83,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/13/25 00:00
